[2026-06-16 19:43:34 ET]   --no-download: reusing existing nlrb.db
[2026-06-16 19:43:34 ET]   source DB freshness (max filing.updated_at): 2026-06-16 10:15:58
[2026-06-23 10:30:32 ET]   + FILING: 04-CA-389198 | CA | Philadelphia Federation of Teachers, Local 3, AFL-
[2026-06-23 10:30:34 ET]   + FILING: 04-CA-389210 | CA | Wells Fargo Bank, N.A.
[2026-06-23 10:30:35 ET]   + FILING: 04-CA-389215 | CA | Wells Fargo Bank, N.A.
[2026-06-23 10:30:37 ET]   + FILING: 04-CB-389139 | CB | Bakery, Confectionery, Tobacco Workers, and Grain 
[2026-06-23 10:30:39 ET]   + FILING: 04-CB-389141 | CB | District 1199C NUHHCE (Complete Care, Harston Hall
[2026-06-23 10:30:41 ET]   + FILING: 04-CB-389144 | CB | International Brotherhood of Electrical Workers Lo
[2026-06-23 10:30:42 ET]   filings: 10 new
[2026-06-23 10:30:43 ET]   decisions: 0 new
[2026-06-23 10:30:43 ET] === Poll done. 10 new filings, 0 new decisions. ===

[2026-06-24 10:09:37 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-06-24 10:09:41 ET]   DB ready: nlrb.db (1010 MB)
[2026-06-24 10:09:41 ET]   source DB freshness (max filing.updated_at): 2026-06-24 08:55:19
[2026-06-24 10:09:41 ET] === NLRB poll (since 2026-06-23; filings≥2026-06-16, decisions≥2026-06-09, live=True) ===
[2026-06-24 10:09:42 ET]   + FILING: 04-CB-389234 | CB | National Association of Letter Carriers 157 Branch
[2026-06-24 10:09:45 ET]   + FILING: 04-RC-389253 | RC | Akdeniz Chemson Additives Inc
[2026-06-24 10:09:47 ET]   filings: 2 new
[2026-06-24 10:09:47 ET]   decisions: 0 new
[2026-06-24 10:09:47 ET] === Poll done. 2 new filings, 0 new decisions. ===

[2026-06-25 10:06:35 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-06-25 10:06:40 ET]   DB ready: nlrb.db (1010 MB)
[2026-06-25 10:06:40 ET]   source DB freshness (max filing.updated_at): 2026-06-25 08:39:46
[2026-06-25 10:06:40 ET] === NLRB poll (since 2026-06-24; filings≥2026-06-17, decisions≥2026-06-10, live=True) ===
[2026-06-25 10:06:41 ET]   + FILING: 04-CB-389348 | CB | National Association of Letter Carriers (United St
[2026-06-25 10:06:43 ET]   filings: 1 new
[2026-06-25 10:06:43 ET]   + DECISION: 04-CA-368560 | Board Decision | 2026-06-23 | The Oil Man Corporation (d/b/a Enright &
[2026-06-25 10:06:44 ET]   decisions: 1 new
[2026-06-25 10:06:44 ET] === Poll done. 1 new filings, 1 new decisions. ===

[2026-06-26 10:05:53 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-06-26 10:06:00 ET]   DB ready: nlrb.db (1010 MB)
[2026-06-26 10:06:00 ET]   source DB freshness (max filing.updated_at): 2026-06-26 08:51:55
[2026-06-26 10:06:00 ET] === NLRB poll (since 2026-06-25; filings≥2026-06-18, decisions≥2026-06-11, live=True) ===
[2026-06-26 10:06:01 ET]   + FILING: 04-CA-389426 | CA | Iherb LLC
[2026-06-26 10:06:05 ET]   + FILING: 04-CA-389445 | CA | Tredyffrin Public Library
[2026-06-26 10:06:08 ET]   filings: 2 new
[2026-06-26 10:06:08 ET]   decisions: 0 new
[2026-06-26 10:06:08 ET] === Poll done. 2 new filings, 0 new decisions. ===

[2026-06-27 09:14:03 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-06-27 09:14:08 ET]   DB ready: nlrb.db (1010 MB)
[2026-06-27 09:14:08 ET]   source DB freshness (max filing.updated_at): 2026-06-27 08:04:54
[2026-06-27 09:14:08 ET] === NLRB poll (since 2026-06-26; filings≥2026-06-19, decisions≥2026-06-12, live=True) ===
[2026-06-27 09:14:08 ET]   + FILING: 04-CA-389558 | CA | Mr. Bins
[2026-06-27 09:14:10 ET]   filings: 1 new
[2026-06-27 09:14:10 ET]   + DECISION: 04-RD-387322 | Election Results Certified | 2026-06-26 | Phoenix Logistics, LLC
[2026-06-27 09:14:11 ET]   decisions: 1 new
[2026-06-27 09:14:11 ET] === Poll done. 1 new filings, 1 new decisions. ===

[2026-06-28 09:19:29 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-06-28 09:19:36 ET]   DB ready: nlrb.db (1010 MB)
[2026-06-28 09:19:36 ET]   source DB freshness (max filing.updated_at): 2026-06-28 08:39:58
[2026-06-28 09:19:36 ET] === NLRB poll (since 2026-06-27; filings≥2026-06-20, decisions≥2026-06-13, live=True) ===
[2026-06-28 09:19:36 ET]   filings: 0 new
[2026-06-28 09:19:36 ET]   decisions: 0 new
[2026-06-28 09:19:36 ET] === Poll done. 0 new filings, 0 new decisions. ===

[2026-06-29 11:32:29 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-06-29 11:32:35 ET]   DB ready: nlrb.db (1010 MB)
[2026-06-29 11:32:35 ET]   source DB freshness (max filing.updated_at): 2026-06-29 09:43:18
[2026-06-29 11:32:35 ET] === NLRB poll (since 2026-06-28; filings≥2026-06-21, decisions≥2026-06-14, live=True) ===
[2026-06-29 11:32:35 ET]   filings: 0 new
[2026-06-29 11:32:36 ET]   decisions: 0 new
[2026-06-29 11:32:36 ET] === Poll done. 0 new filings, 0 new decisions. ===

[2026-06-30 09:59:15 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-06-30 09:59:19 ET]   DB ready: nlrb.db (1010 MB)
[2026-06-30 09:59:19 ET]   source DB freshness (max filing.updated_at): 2026-06-30 08:43:26
[2026-06-30 09:59:19 ET] === NLRB poll (since 2026-06-29; filings≥2026-06-22, decisions≥2026-06-15, live=True) ===
[2026-06-30 09:59:19 ET]   + FILING: 04-CA-389573 | CA | ACME/Albertson's
[2026-06-30 09:59:21 ET]   + FILING: 04-RC-389574 | RC | Skyhop Global, LLC
[2026-06-30 09:59:21 ET]   filings: 2 new
[2026-06-30 09:59:21 ET]   decisions: 0 new
[2026-06-30 09:59:21 ET] === Poll done. 2 new filings, 0 new decisions. ===

[2026-07-01 10:12:09 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-07-01 10:12:16 ET]   DB ready: nlrb.db (1011 MB)
[2026-07-01 10:12:16 ET]   source DB freshness (max filing.updated_at): 2026-07-01 09:09:46
[2026-07-01 10:12:16 ET] === NLRB poll (since 2026-06-30; filings≥2026-06-23, decisions≥2026-06-16, live=True) ===
[2026-07-01 10:12:16 ET]   + FILING: 04-CA-389658 | CA | Peninsula Accoustical Co.
[2026-07-01 10:12:18 ET]   + FILING: 04-CA-389656 | CA | Avis Budget Group
[2026-07-01 10:12:23 ET]   filings: 2 new
[2026-07-01 10:12:23 ET]   decisions: 0 new
[2026-07-01 10:12:23 ET] === Poll done. 2 new filings, 0 new decisions. ===

[2026-07-02 09:40:21 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-07-02 09:40:25 ET]   DB ready: nlrb.db (1011 MB)
[2026-07-02 09:40:25 ET]   source DB freshness (max filing.updated_at): 2026-07-02 08:31:11
[2026-07-02 09:40:25 ET] === NLRB poll (since 2026-07-01; filings≥2026-06-24, decisions≥2026-06-17, live=True) ===
[2026-07-02 09:40:25 ET]   + FILING: 04-CA-389792 | CA | Preferred Care
[2026-07-02 09:40:27 ET]   + FILING: 04-CA-389832 | CA | The Chamber Orchestra of Philadelphia
[2026-07-02 09:40:28 ET]   + FILING: 04-CA-389839 | CA | United Parcel Service
[2026-07-02 09:40:30 ET]   filings: 3 new
[2026-07-02 09:40:30 ET]   decisions: 0 new
[2026-07-02 09:40:30 ET] === Poll done. 3 new filings, 0 new decisions. ===

[2026-07-03 09:45:23 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-07-03 09:45:26 ET]   DB ready: nlrb.db (1011 MB)
[2026-07-03 09:45:27 ET]   source DB freshness (max filing.updated_at): 2026-07-03 08:27:41
[2026-07-03 09:45:27 ET] === NLRB poll (since 2026-07-02; filings≥2026-06-25, decisions≥2026-06-18, live=True) ===
[2026-07-03 09:45:27 ET]   + FILING: 04-CA-389900 | CA | BI Foods LLC d/b/a Value Added Food
[2026-07-03 09:45:29 ET]   + FILING: 04-CA-389911 | CA | Philadelphia Federation Of Teachers & PFT Health a
[2026-07-03 09:45:29 ET]   filings: 2 new
[2026-07-03 09:45:29 ET]   decisions: 0 new
[2026-07-03 09:45:29 ET] === Poll done. 2 new filings, 0 new decisions. ===

[2026-07-04 09:03:05 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-07-04 09:03:09 ET]   DB ready: nlrb.db (1011 MB)
[2026-07-04 09:03:09 ET]   source DB freshness (max filing.updated_at): 2026-07-04 07:48:46
[2026-07-04 09:03:09 ET] === NLRB poll (since 2026-07-03; filings≥2026-06-26, decisions≥2026-06-19, live=True) ===
[2026-07-04 09:03:09 ET]   filings: 0 new
[2026-07-04 09:03:09 ET]   decisions: 0 new
[2026-07-04 09:03:09 ET] === Poll done. 0 new filings, 0 new decisions. ===

[2026-07-05 09:11:53 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-07-05 09:11:58 ET]   DB ready: nlrb.db (1011 MB)
[2026-07-05 09:11:58 ET]   source DB freshness (max filing.updated_at): 2026-07-05 08:23:57
[2026-07-05 09:11:58 ET] === NLRB poll (since 2026-07-04; filings≥2026-06-27, decisions≥2026-06-20, live=True) ===
[2026-07-05 09:11:58 ET]   filings: 0 new
[2026-07-05 09:11:58 ET]   decisions: 0 new
[2026-07-05 09:11:58 ET] === Poll done. 0 new filings, 0 new decisions. ===

[2026-07-06 11:14:03 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-07-06 11:14:07 ET]   DB ready: nlrb.db (1011 MB)
[2026-07-06 11:14:08 ET]   source DB freshness (max filing.updated_at): 2026-07-06 09:19:30
[2026-07-06 11:14:08 ET] === NLRB poll (since 2026-07-05; filings≥2026-06-28, decisions≥2026-06-21, live=True) ===
[2026-07-06 11:14:08 ET]   filings: 0 new
[2026-07-06 11:14:08 ET]   decisions: 0 new
[2026-07-06 11:14:08 ET] === Poll done. 0 new filings, 0 new decisions. ===

[2026-07-07 10:09:59 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-07-07 10:10:04 ET]   DB ready: nlrb.db (1011 MB)
[2026-07-07 10:10:04 ET]   source DB freshness (max filing.updated_at): 2026-07-07 08:36:29
[2026-07-07 10:10:04 ET] === NLRB poll (since 2026-07-06; filings≥2026-06-29, decisions≥2026-06-22, live=True) ===
[2026-07-07 10:10:05 ET]   + FILING: 04-CA-389954 | CA | Penske Truck Leasing Co.
[2026-07-07 10:10:07 ET]   + FILING: 04-CA-389962 | CA | United States Postal Service
[2026-07-07 10:10:09 ET]   + FILING: 04-CA-389999 | CA | United States Postal Service
[2026-07-07 10:10:10 ET]   + FILING: 04-CA-390038 | CA | United States Postal Service
[2026-07-07 10:10:12 ET]   + FILING: 04-CA-390048 | CA | Urban Outfitters
[2026-07-07 10:10:14 ET]   + FILING: 04-CA-390051 | CA | Shibam Philly
[2026-07-07 10:10:16 ET]   + FILING: 04-CA-390054 | CA | Treehouse Foods / Treehouse Private Brands, Inc
[2026-07-07 10:10:19 ET]   + FILING: 04-CB-390010 | CB | International Brotherhood of Teamsters Local 463 (
[2026-07-07 10:10:21 ET]   + FILING: 04-CB-390056 | CB | International Brotherhood of Electrical Workers Lo
[2026-07-07 10:10:23 ET]   + FILING: 04-RC-390011 | RC | Whibco of New Jersey, Inc.
[2026-07-07 10:10:25 ET]   filings: 10 new
[2026-07-07 10:10:25 ET]   decisions: 0 new
[2026-07-07 10:10:25 ET] === Poll done. 10 new filings, 0 new decisions. ===

[2026-07-08 09:43:07 ET]   downloading nightly DB from https://github.com/labordata/nlrb-data/releases/download/nightly/nlrb.db.zip
[2026-07-08 09:43:11 ET]   DB ready: nlrb.db (1011 MB)
[2026-07-08 09:43:11 ET]   source DB freshness (max filing.updated_at): 2026-07-08 07:18:36
[2026-07-08 09:43:11 ET] === NLRB poll (since 2026-07-07; filings≥2026-06-30, decisions≥2026-06-23, live=True) ===
[2026-07-08 09:43:11 ET]   filings: 0 new
[2026-07-08 09:43:11 ET]   decisions: 0 new
[2026-07-08 09:43:11 ET] === Poll done. 0 new filings, 0 new decisions. ===

